ID,Article,Type
TRAIN_449,"Optical fiber in its modern form was developed in the 1950s. The glass fiber through which the light passes is surrounded by a transparent cladding designed to provide the needed refractive index to keep the light confined. The cladding in turn is surrounded by a resin buffer layer and often an outer jacket and plastic cover. Fiber used for com-munication is flexible, allowing it to bend if necessary. Early optical fiber could not be used for practical com-munication because of progressive attenuation (weakening) of the light as it traveled. However, by the 1970s the attenu-ation was being reduced to acceptable levels by removing impurities from the fibers. Today the light signals can travel hundreds of miles without the need for repeaters or amplifi-ers. In the 1990s a new type of optical fiber (photonic crys-tal) using diffraction became available. This kind of fiber is particularly useful in applications that require higher power signals.",Human-written
TRAIN_450,"Once the document page has been scanned into an imageformat, there are various ways to identify the characters. One method is to use stored templates that indicate the pattern of pixels that should correspond to each character. Generally, a threshold of similarity is defined so that an exactmatch is not necessary to classify a character: The templatemost similar to the character is chosen. Some systems storea set of templates for each of the fonts most commonly foundin printed text. (Recognizing cursive writing is a much morecomplex process: See handwriting recognition. )A more generalized method uses structural features(such as â€œall tâ€™s have a single vertical line and a shortercrossbar lineâ€) to classify characters. To analyze a character,the different types of individual features are identified andthen compared to a set of rules to determine the charactercorresponding to that particular combination of features. Sometimes thresholds or â€œfuzzy logicâ€ are used to decidethe probable identity of a character.",Human-written
TRAIN_451,"Current uses for RFID tags and cards of various types include:, automatic fare payments systems for transit systems, automatic toll payments for bridges and turnpikes, automatic book checkout systems for libraries, where it reduces repetitive strain injury (RSI) in staff and simplifies checking shelves, student ID cards, passports (RFID has been included in new U. S. passports since 2006), tracking cattle, including determining the origin of unhealthy animals, identification chips placed beneath the skin of pets, experimental human RFID implants (pioneered by British computer scientist Kevin Warwick) and now used by VIP customers in a few nightclubs, tracking goods from original shipment to inventory (Wal-Mart now requires its major suppliers to include RFID labels with shipments), scientific sensors, such as seismographic instruments",Human-written
TRAIN_452,"The vulnerability of computer systems to malicious or criminal attack has been greatly increased by the growing number of connections between computers (and local net-works) and the worldwide Internet ,. The widespread use of permanent broadband connections by consumers (such as DSL and cable modem links) has increased the risk to home users. Intruders can use â€œport scanningâ€ programs to determine what connections a given system or network has open, and can use other programs to snoop and steal or destroy sensitive data.",Human-written
TRAIN_453,"Dell Computer (NASDAQ: DELL) is one of the worldâ€™s leading manufacturers and sellers of desktop and laptop computers ,. By 2008 Dell had more than 88,000 employees worldwide. The company was founded by Michael Dell, a student at the University of Texas at Austin whose first company was PCâ€™s Limited, founded in 1984. Even at this early stage Dell successfully employed several practices that would come to typify the Dell strategy: Sell directly to customers (not through stores), build each machine to suit the customerâ€™s preferences, and be aggressive in competing on price. In 1988 the growing company changed its name to Dell Computer Corporation. In the early 1990s Dell tried an alternative business model, selling through warehouse clubs and computer superstores. When that met with little success, Dell returned to the original formula. In 1999 Dell overtook Compaq to become the biggest computer retailer in America.",Human-written
TRAIN_454,"The arithmetic logic unit is the part of a computer system that actually performs calculations and logical comparisons on data. It is part of the central processing unit (CPU), and in practice there may be separate and multiple arithmetic and logic units ,. The ALU works by first retrieving a code that represents the operation to be performed (such as ADD). The code also specifies the location from which the data is to be retrieved and to which the results of the operation are to be stored. (For example, addition of the data from memory to a num-ber already stored in a special accumulator register within the CPU, with the result to be stored back into the accumu-lator. ) The operation code can also include a specification of the format of the data to be used (such as fixed or float-ing-point numbers)â€”the operation and format are often combined into the same code. In addition to arithmetic operations, the ALU can also carry out logical comparisons, such as bitwise operations that compare corresponding bits in two data words, corresponding to Boolean operators such as AND, OR, and xOR ,. The data or operand specified in the operation code is retrieved as words of memory that represent numeric data, or indirectly, character data ,. Once the operation is per-formed, the result is stored (typically in a register in the CPU). Special codes are also stored in registers to indicate characteristics of the result (such as whether it is positive, negative, or zero). Other special conditions called excep-tions indicate a problem with the processing. Common exceptions include overflow, where the result fills more bits than are available in the register, loss of precision (because there isnâ€™t room to store the necessary number of decimal places), or an attempt to divide by zero. Exceptions are typically indicated by setting a flag in the machine status register.",Human-written
TRAIN_455,"Host means a computer that communicates across the network (e. g. â€š information systemâ€š PC or other IT hardware). But a host can also be a PCâ€šinformation system or other IT software or hardware that affords subsistenceor lodgment to an infectious agent under normal conditions ,. Some malicious code or viruses pass successive stages in alternatehosts of different systems.",Human-written
TRAIN_456,"Designers of modern operating systems face a range of issues related to performance, security, usability, and compatibility. Some of the key issues are:Security: One of the biggest challenges for modern operating systems is ensuring security against malware, viruses, and other cyber threats. Designers need to implement robust security measures to protect against attacks and ensure that user data is safe. Performance: Modern operating systems need to be fast and responsive, with low latency and minimal resource usage. This requires careful optimization of system resources, such as memory, CPU, and I/O operations. Compatibility: Operating systems need to be compatible with a wide range of hardware and software configurations. Designers need to ensure that the operating system can work seamlessly with different hardware devices, including printers, scanners, and other peripherals. Usability: Operating systems should be intuitive and easy to use, with a consistent interface that users can navigate easily. Designers need to ensure that the user experience is positive and that users can easily access the features and functions they need. Updates and maintenance: Operating systems need to be updated regularly to fix bugs and security vulnerabilities, and designers need to ensure that these updates are delivered seamlessly and without disrupting the user experience. Privacy: Operating systems should also protect the user's privacy and personal data. Designers need to implement privacy settings and features that give users control over their personal data and limit access to sensitive information. Accessibility: Operating systems should also be designed to be accessible to users with disabilities. Designers need to ensure that users with vision, hearing, or mobility impairments can use the operating system effectively. Overall, designers of modern operating systems face a range of complex challenges that require careful planning, testing, and optimization to deliver a reliable, secure, and user-friendly experience.",AI-generated
TRAIN_457,"The Web filter examines requests made by a Web user , and blocks those associated with sites deemed by the filter user to be objectionable. There are two basic mechanisms for determining whether a site is unsuitable. The first is to check the siteâ€™s address (URL) against a list and reject a request for any site on the list. (Most filter programs come with default lists; the filter user can add other sites as desired. Generally, the filter is installed with a password so only the authorized user [such as a parent] can change the filterâ€™s behavior. )The other filtering method relies on a list of keywords associated with objectionable activities (such as pornography). When the user requests a site, the filter checks the page for words on the keyword list. If a matching word or phrase is found, the site is blocked and not shown to the user.",Human-written
TRAIN_458,"Keystroke monitoring is the process of tracking and recording the keys that are pressed on a computer keyboard, usually for monitoring employee activity or detecting unauthorized access to computer systems. It can be performed using hardware or software-based methods, but is controversial due to privacy concerns and potential for unethical use.",AI-generated
TRAIN_459,"Broadband refers to a type of high-speed internet connection that provides faster data transfer rates than traditional dial-up connections. Broadband connections are typically ""always on,"" meaning that users can access the internet at any time without having to dial in. Broadband connections can use a variety of technologies, including digital subscriber lines (DSL), cable modems, fiber optic cables, and wireless connections such as Wi-Fi and satellite. These technologies allow for faster data transfer rates, which enable users to access and download content such as videos, music, and files more quickly.",AI-generated
TRAIN_460,"The explosive growth of the World Wide Web has confronted programmers with the need to find ways to link databases and other existing resources to Web sites. The specifications for such linkages are found in the Common Gateway Interface ,. However, the early facilities for writing CGI scripts were awkward and often frustrating to use. Back in 1986, UNIX developer Larry Wall had created a language called Perl (Practical Extraction and Report Language). There were already ways to write scripts for simple data processing , as well as a handy pattern-manipulation language ,. However, Wall wanted to provide a greater variety of functions and techniques for finding, extracting, and formatting data. Perl attracted a following within the UNIX community. Since much Web development was being done on UNIX-based systems by the mid- and late-1990s, it was natural that many webmasters and applications programmers would turn to Perl to write their CGI scripts. As with many UNIX scripting languages, Perlâ€™s syntax is broadly similar to C. However, the philosophy behind C is to provide a sparse core language with most functionality being handled by standard or add-in program libraries. Perl, on the other hand, starts with most of the functionality of UNIX utilities such as sed (stream editor), C shell, and awk, including the powerful regular expressions familiar to UNIX users. The language also includes a â€œhashâ€ data type (a collection of paired keys and values) that makes it easy for a program to maintain and check lists such as of Internet hosts and their IP addresses ,.",Human-written
TRAIN_461,"Some typical features of a modern Web browser include, navigation buttons to move forward and back through recently visited pages, tabs to switch between Web pages, a â€œhistoryâ€ panel allowing return to pages visited in recent days, a search button that brings up the default search engine (which can be chosen by the user), the ability to save page as â€œfavoritesâ€ or â€œbookmarksâ€ for easy retrieval",Human-written
TRAIN_462,"An e-book is a book whose text is stored in digital form and can be read on a PC or a handheld reading device. Since most books today are created on word processors and typesetting systems, it is easy for a publisher to create an electronic version. Older books that exist only in printed form can be scanned and converted to text.",Human-written
TRAIN_463,"In todayâ€™s health care environment patients often have only a few minutes to ask their doctor important questions about their condition and possible treatments. Patients often feel they have been left on their own when it comes to obtaining detailed information. According to surveys by the Pew Internet & American Life Project, by the end of 2005 about 20 percent of Web users were reporting that the Internet â€œhas greatly improved the way they get information about health care. â€ Further, 7 million users had reported that Web sites had â€œplayed a crucial or important role in coping with a major illness. â€A variety of Web sites ranging from comprehensive and excellent to dubious (at best) offer health-related information. In evaluating them, it is important to determine who sponsors the site and what is the source of the information provided. The very extensive WebMD site, for example, is reviewed for accuracy by an independent panel of experts. One of the foremost medical institutions, the Mayo Clinic, also has an authoritative site. The site OrganizedWisdom. com offers a search engine that emphasizes information that has been reviewed by doctors for accuracy, while eliminating low-quality or duplicative results. Even if information is accurate, however, users may often lack the necessary background or context for interpreting it correctly. Understanding the results of medical studies, for example, requires some knowledge of how studies are designed, the population used, and the statistical significance and applicability of the results. As a practical matter, therefore, patients should not make any major decisions about diet, medication, or treatment options without consulting a medical professional. Attempts at self-diagnosis can be particularly prob",Human-written
TRAIN_464,"Designers of modern operating systems face a numberof continuing challenges:, security, in a world where nearly all computers arenetworked, often continuously ,, the tradeoff between powerful, attractive functionssuch as scripting and the security vulnerabilities theytend to present, the need to provide support for new applications suchas streaming audio and video ,, ease of use in installing new devices ,The continuing development of new user-interfaceconcepts, including alternative interfaces for the disabled and for special applications ,, the growing use of multiprocessing and multiprogramming, requiring coordination of processors sharingmemory and communicating with one another ,, distributed systems where server programs, clientprograms, and data objects can be allocated amongmany networked computers, and allocations continually adjusted or balanced to reflect demand on thesystem ,, the spread of portable, mobile, and handheld computers and computers embedded in devices such asengine control systems ,. (Sometimes the choice isbetween devising a scaled-down version of an existing operating system and designing a new OS that isoptimized for devices that may have limited memoryand storage capacity. )",Human-written
TRAIN_465,"In general, the overall steps in developing a program are:Detailed specification of what the program will be required to do. This can include developing a prototype and getting userâ€™s reaction to it. , Creation of a suitable program architectureâ€”algorithm(s) and the data types, objects, or other structures needed to implement them ,. , Codingâ€”writing the program language statements that implement the structure. , Verification and testing of the program using realistic data and field testing ,. ,? Maintenance, or the correction of errors and adding of requested minor features (short of creating a new version of the program)",Human-written
TRAIN_466,"One consequence of the universal computer concept , is that in principle any computer can be programmed to imitate the operation of any other. An emulator is a program that runs on one computer but accurately processes instructions written for another ,. For example, fans of older computer games can now download emulation programs that allow modern PCs to run games originally intended for an Apple II microcomputer or an Atari game machine. Emulators allowing Macintosh and Linux users to run Windows programs have also achieved some success. In order to work properly, the emulator must set up a sort of virtual model of the target microprocessor, including appropriate registers to hold data and instructions and a suitably organized segment of memory. While carrying out instructions in software rather than in hardware imposes a considerable speed penalty, if the processor of the emulating PC is much faster than the one being emulated, the emulator can actually run faster than the original machine.",Human-written
TRAIN_467,"Besides military training, currently the most viable application for VR seems to be entertainment. VR techniques have been used to create immersive experiences in elaborate facilities at venues such as Disneyland and Universal Studios, and to some extent even in local arcades. VR that is accompanied by convincing physical sensations has allowed for the creation of a new generation of roller coasters that if built physically would be too expensive, too dangerous, or even physically impossible. However, there are other significant emerging applications for VR. When combined with telerobotic technology ,, VR techniques are already being used to allow surgeons to perform operations in new ways. VR technology can also be used to make remote conferencing more realistic and satisfactory for participants. Clearly the potential uses for VR for education and training in many different fields are endless. VR technology combined with robotics could also be used to give disabled persons much greater ability to carry out the tasks of daily life. In the ultimate VR system, users will be networked and able to simultaneously experience the environment, interacting both with it and one another. The technical resources and programming challenges are also much greater for such applications. The result, however, might well be the sort of environment depicted by science fiction writers such as William Gibson ,",Human-written
TRAIN_468,Burden of Proof is the necessity or duty of affirmatively proving a factor facts in a dispute. Henceâ€š it is important to provide Reliable and Validevidenceâ€š especially if the victimized party (e. g. â€š home user) wants to proofthat he or she has suffered damages through a computer virus. In turnâ€š anorganization requires a systematic approach to develop the costs (e. g. â€š Tables2Aâ€“2D) to arrive at the quantified losses it suffered from,Human-written
TRAIN_469,"Ergonomics is the study of the â€œfitâ€ between people and their working environment. Because computers are such a significant part of the working life of so many people, finding ways for people to maximize efficiency and reduce health risks associated with computer use is increasingly important. Since the user will be looking at the computer monitor for hours on end, it is important that the display be large enough to be comfortably readable and that there be enough contrast. Glare on the monitor surface should be avoided. It is recommended that the monitor be placed so that the top line of text is slightly below eye level. A distance of about 18 inches to two feet (roughly armâ€™s length) is recommended. There has been concern about the health effects of electromagnetic radiation generated by monitors. Most new monitors are designed to have lower emissions",Human-written
TRAIN_470,"Types of ads include the following:, Banner ads are contained in rectangles, often at the topof the Web page. (Sometimes they can mimic dialogboxes from the operating system. ) They still accountfor about half of all online advertising, and can appearon sites of all types. , Pop-up or pop-under ads appear above or beneath thecurrent window, respectivelyFloating ads appear over the main page content, oftenmoving across the screen. , Interstitial ads are displayed before the requestedcontent (such as an article or video) is shown. Theyrun for a specified period of time, although they cansometimes be closed by the viewer. Many ads are animated; some even contain video clips. There are also ads formatted for mobile devices, includingtext messages sent to cell phones.",Human-written
TRAIN_471,"Fractals and the related idea of chaos have profoundly changed the way scientists think about and model the world. Around 1960, Benoit mandelbrot noticed that sup-posedly random economic fluctuations were not distributed evenly but tended to form â€œclumps. â€ As he investigated other sources of data, he found that many other things exhibited this odd behavior. He also discovered that the patterns of distribution were â€œself-similarâ€â€”that is, if you magnified a portion of the pattern it looked like a miniature copy of the whol e. mandelbrot coined the term fractal (meaning frac-tured, or broken up) to describe such patterns. Eventually, a number of simple mathematical functions were found to exhibit such behavior in generating values.",Human-written
TRAIN_472,"Good project management software provides many tools for the purpose. Available charts and reports often include:,? Gantt charts that use bars to show the duration and percentage of completion of the various overlapping subprojects or tasks. , PERT (Program Evaluation and Review Technique) charts that show each subproject or task as a rectangular â€œnodeâ€ with information about the task. The connections between nodes show the relationships (dependencies) between the items. PERT charts are usually used at the beginning stages of planning. , Analysis tools that show critical paths and bottlenecks (places where one or more tasks falling behind might threaten large portions of the project). Generally, the more preceding items a task is dependent on, the more likely that task is to fall behind. , Tools for estimating the probability for completion of a given task based on the probabilities of tasks it is dependent on, as well as other factors such as the likelihood of certain resources becoming available. , A system of alerts or â€œstoplightsâ€ that show slowdowns, potential problems, or areas where work has stopped completely. These can be set to be triggered when various specified conditions occur. , Integration between project management and budget reporting so tasks and the project as a whole can be monitored in relation to budget constraints. , Integration between the project management software and individual schedules kept in PIM software such as Microsoft Outlook or in handheld computers (PDAs) such as the PalmPilot. , Integration between project management and software for scheduling meetin",Human-written
TRAIN_473,"Data communications are the basis both for networks and for the proper functioning of servers that provide services such as World Wide Web pages, electronic mail, online databases, and multimedia content (such as audio and streaming video). While Web page design and e-commerce are the â€œbright lightsâ€ that give cyberspace its character, data communications are like the plumbing without which computers cannot work together. The growing demand for data communications, particularly broadband services such as DSL and cable modems, translates into a steady demand for engineers and technicians specializing in the maintenance and growth of this infrastructure ,.",Human-written
TRAIN_474,"nd User License Agreement (EULA) is a legally binding contract betweenthe developer or publisher of a software program (or application) and thepurchaser of that software. The purchaser does not own the software but has merely a right to use it in accordance with the license agreement. During software installation, the EULA is usually shown and one is required to Accept or Refuse the terms ,. In some cases, the EULA is written on the outside of the packaging withthe breaking of the seal to the CD, indicating acceptance of the EULA. In all cases, the EULA is the contract which users ignore at their peril;and whilst most EULAs contain broadly similar clauses and restrictions, itis important to confirm these before committing your organization.",Human-written
TRAIN_475,"NLP is a multidisciplinary field that draws from linguis-tics and computer science, particularly artificial intelligence ,. In terms of linguistics, a program must be able to deal with words that have multiple mean-ings (â€œwind up the clockâ€ and â€œthe wind is cold todayâ€) as well as grammatical ambiguities (in the phrase â€œlittle girlâ€™s schoolâ€ is it the school that is little, the girls, or both?). Of course each language has its own forms of ambiguity. Programs can use several strategies for dealing with these problems, including using statistical models to predict the likely meaning of a given phrase based on a â€œcorpusâ€ of existing text in that language ,. As formidable as the task of extracting the correct (lit-eral) meaning from text can be, it is really only the first level of natural language processing. If a program is to success-fully summarize or draw conclusions about a news report from North Korea, for example, it would also have to have a knowledge base of facts about that country and/or a set of â€œframesâ€ , about how to interpret vari-ous situations such as threat, bluff, or compromise. )",Human-written
TRAIN_476,"data warehouseModern business organizations create and store a tremendous amount of data in the form of transactions that become database records. Increasingly, however, businesses are relying on their ability to use data that was collected for one purpose (such as sales, customer service, and inventory) for purposes of marketing research, planning, or decision support. For example, transaction data might be revisited with a view to identifying the common characteristics of the firmâ€™s best customers or determining the best way to market a particular type of product. In order to conduct such research or analysis, the data collected in the course of business must be stored in such a way that it is both accurate and flexible in terms of the number of different ways in which it can be queried. The idea of the data warehouse is to provide such a repository for data",Human-written
TRAIN_477,"List processing has a wide range of applications in various fields, including:Data analysis: List processing is often used to process and analyze large datasets in fields such as finance, marketing, and scientific research. Information management: Lists are commonly used to manage and organize data, such as customer information, inventory data, and financial records. Algorithm design: Many computational problems can be framed in terms of manipulating lists of data elements, and list processing is a fundamental technique in algorithm design. Natural language processing: List processing is used in natural language processing (NLP) applications to parse and analyze text data. Image processing: List processing can be used to manipulate and analyze image data, such as pixel values and color information. Artificial intelligence and machine learning: List processing is an important component of many machine learning and artificial intelligence algorithms, such as neural networks and decision trees. Web development: Lists are commonly used in web development to store and manipulate data, such as user profiles and shopping carts. Overall, list processing is a versatile and powerful technique that has many practical applications in a wide range of fields.",AI-generated
TRAIN_478,"Rijndael Algorithm was finally chosen as the winner because it was thefastest of them all. The algorithm was broken shortly after its adoption byMike Boyle and Chris Salter as well as by Phillip Rogaway within daysof its publication as the accepted AES. However, academic breaks are theones that force you to change things in the design process; practical breaksforce you to change things in fielded equipment. This work is clearly of theacademic-break variety",Human-written
TRAIN_479,"User-created content (UCC) refers to any form of content, such as text, images, audio, and video, that is created by users of a particular platform, website, or app, rather than by the platform or website itself. UCC is also known as user-generated content (UGC). UCC can take many forms, including blog posts, comments, product reviews, social media posts, forum discussions, videos, podcasts, and more. Users may create this content for various reasons, such as sharing their opinions, experiences, or expertise with others, expressing themselves creatively, or simply for entertainment purposes. The rise of social media and other online platforms has greatly increased the amount of UCC on the internet. This type of content can be a powerful marketing tool for businesses, as it can help them engage with their audience and build brand loyalty. However, UCC also presents challenges, such as the need to monitor content for inappropriate or harmful material, as well as the potential for copyright infringement and legal issues related to ownership and liability",AI-generated
TRAIN_480,"Users of modern operating systems such as microsoft Win-dows are familiar with multitasking, or running several programs at the same time. For example, a user might be writing a document in a word processor, pause to check the e-mail program for incoming messages, type a page address int o a Web browser, then return to writing. meanwhile, the operating system may be running a number of other pro-grams tucked unobtrusively into the background, such as a virus checker, task scheduler, or system resource monitor. Each running program â€œtakes turnsâ€ using the PCâ€™s cen-tral processor. In early versions of Windows, multitasking was cooperative, with each program expected to periodically yield the processor to Windows so it could be assigned to the next program in the queue. One weakness of this approach is that if a program crashes, the CPU might be â€œlocked upâ€ and the system would have to be rebooted. However, Win-dows NT, 2000, and xP (as well as operating systems such as UNIx) use preemptive multitasking. The operating sys-tem assigns a â€œsliceâ€ of processing (CPU) time to a program and then switches it to the next program regardless of what might be happening to the previous program. Thus, if a pro-gram â€œcrashes,â€ the CPU will still be switched to the next program, and the user can maintain control of the system and shut down the offending program.",Human-written
TRAIN_481,"The data structures commonly used in computer science include arrays (as discussed above) and various types of lists. The primary difference between an array and a list is that an array has no internal links between its elements, data structures? ? ? ? 137while a list has one or more pointers that link the elements. There are several types of specialized list. A tree is a list that has a root (an element with no predecessor), and each other element has a unique predecessor. The guarantee of a unique path to each tree node can make the operations of inserting or deleting an item faster. A stack is a list that is accessible only at the top (or front). Any new item is inserted (â€œpushedâ€) on top of the last item, and removing (â€œpoppingâ€) an item always removes the item that was last inserted. This order of access is called LIFO (last in, first out). A list can also be organized in a first in, first out (FIFO) order. This type of list is called a queue, and is useful in a situation where tasks must â€œwait their turnâ€ for attention",Human-written
TRAIN_482,"Data security is the practice of protecting digital data from unauthorized access, theft, destruction, alteration, or misuse. It involves implementing measures and protocols to ensure the confidentiality, integrity, and availability of data. Data security involves a combination of physical, administrative, and technical safeguards to protect data from both intentional and unintentional threats. Physical measures may include security cameras, locks, and access control systems. Administrative measures may include security policies, employee training, and access controls. Technical measures may include encryption, firewalls, and intrusion detection systems. Data security is essential for maintaining the privacy of sensitive information, such as personal identification information (PII), financial information, and confidential business data. A data breach can result in significant financial and reputational damage, legal liability, and loss of customer trust.",AI-generated
TRAIN_483,"Tcl includes a number of extensions that, for example, provide access to popular database formats such as MySQL and can interface with other programming languages such as C++ and Java. The most widely used extension is Tk, which provides a library for creating user interfaces for a variety of operating systems and languages such as Perl, Python, and Ruby. Tcl has been described as a â€œglueâ€ to connect existing applications. It is relatively easy to write and test a script interactively (often at the command line), and then insert it into the code of an application. When the application runs, the Tcl interpreter runs the script, whose output can then be used by the main application ,",Human-written
TRAIN_484,"By the mid-1990s, Intel was promoting a standard for the automated detection and configuration of devices. Known as Plug and Play (PnP), this standard was incorporated in versions of Microsoft Windows starting with Windows 95 ,. The required hardware support soon appeared on PC motherboards and expansion cards. With Plug and Play the user simply connects a printer, scanner, or other device to the PC. Windows detects that a device has been connected and queries it for its official name and other information. If necessary, Windows can then prompt the user for a disk containing the appropriate driver or even search for a driver on a Web site. The concept of Plug and Play extends beyond the Windows world, however. In recent years there has been interest in developing a Universal Plug and Play (UPnP) protocol by which a variety of devices could automatically configure themselves with any of a variety of different networks. This would be particularly helpful for home users who are increasingly setting up small networks so they can share broadband Internet connections, as well as the growing number of users who want their desktop PC to work with handheld (palm) computers and other devices. Microsoft supports UPnP in versions of Windows starting with ME and XP.",Human-written
TRAIN_485,"Binders are programs permitting hackers to â€˜bindâ€™ two or more programstogether resuling in a single . EXE file. Henceâ€š harmless . EXE animationsâ€še-greetings or other such files could have a Trojan horse inserted , ,. The only way to stop an executable from harming a PC or system is to run itin a proactive â€˜sandboxâ€™ environment and monitor its behavior for maliciousactivity in real-time.",Human-written
TRAIN_486,"Data integrity is related to data security, since the completeness and accuracy of data that has been compromised can no longer be guaranteed. However, data integrity also requires the development and testing of procedures for the entry and verification of data (input) as well as verifying the accuracy of reports (output). Database administrators may do some programming, but generally work with the programming staff in maintaining data integrity. Since most data in computers ultimately comes from human beings, the training of operators is also important. Within the database structure itself, the links between data fields must be maintained (referential integrity) and a locking system must be employed to ensure that a new update is not processed while a pending one is incomplete ,. Internal procedures and external regulations may require that a database be periodically audited for accuracy. While this may be the province of a specially trained information processing auditor, it is often added to the duties of the database administrator",Human-written
TRAIN_487,"Industrial robots work in an extremely restricted environment, so their world representation can be quite simple. However, robots that can move about in the environment have also been developed. Military programs have developed automatic guided vehicles (AGVs) with wheels or tracks, capable of navigating a battlefield and scouting or attacking the enemy ,. Space-going robots including the Sojourner Mars rover also have considerable onboard â€œintelligence,â€ although their overall tasks are programmed by remote commands. Indeed, the extent to which mobile robots are truly autonomous varies considerably. At one end is the â€œrobotâ€ that is steered and otherwise controlled by its human operator, such as law enforcement robots that can be sent into dangerous hostage situations. (Another example is the robots that fight in arena combat in the popular Robot Warsshows. )",Human-written
TRAIN_488,"Social scientists can use a variety of software throughout the research process. For example, researchers might use the following:, Web and bibliographical search tools to find existing research on their topic, note-taking and concept-diagramming (â€œmind-mappingâ€) software, software to conduct polls or surveys and compile the results, social networking analysis to better understand a groupâ€™s structure and dynamics, statistical analysis tools to analyze the findings ,, map-based systems for studying geographical aspects ,, modeling software to simulate the mechanism being studied, using mathematical techniques such as the Monte Carlo and Markov-Chain methods",Human-written
TRAIN_489,"Electronic mail is perhaps the most ubiquitous computer application in use today. E-mail can be defined as the sending of a message to one or more individuals via a computer system, open the file, and look for messages. In 1971, however, the ARPANET (ancestor of the Internetâ€”see internet) was used by researchers at Bolt Beranek and Newman (BBN) to send messages from a user at one computer to a user at another. The availability of e-mail helped fuel the growth of the ARPANET through the 1970s and beyond. connection. Development and ArchitectureThe simplest form of e-mail began in the 1960s as a way that users on a time-sharing computer system could post and read messages. The messages consisted of text in a file that was accessible to all users. A user could simply log into the",Human-written
TRAIN_490,"Stream Cipher encrypts in small units, often a bit or a byte at a time. Unlike abasic block cipher, a stream cipher will have output corresponding to a giveninput will depend on where in the message it occurs. The simplest type ofstream cipher uses a complicated function, which retains state, to generatea pseudo-random sequence which is then combined with the input using asimple operation such as bytewise addition.",Human-written
TRAIN_491,"The term template is used in a several contexts in computing, but they all refer to a general pattern that can be customized to create particular products such as documents. In a word processing program such as Microsoft Word, a template (sometimes called a style sheet) is a document that comes with a particular set of styles for various elements such as titles, headings, first and subsequent paragraphs, lists, and so on. Each style in turn consists of various characteristics such as type font, type style (such as bold), and spacing. The template also includes properties of the document as a whole, such as margins, header, and footer. To create a new document, the user can select one of several built-in templates for different types of documents such as letters, faxes, and reports, or design a custom template by defining appropriate styles and properties. Special sequences of programmed actions can also be attached to a template ,. Templates can be created and used for applications other than word processing. A spreadsheet template consists of appropriate macros and formulas in an otherwise blank spreadsheet. When it is run, the template prompts the user to enter the appropriate values and then the calculations are performed. A database program can have input forms that serve in effect as templates for creating new records by inputting the necessary data.",Human-written
TRAIN_492,"There are basically two ways to move data from a computer to or from a peripheral device such as a printer or modem. A byte (8 bits) of data can be moved all at once, with each bit traveling along its own wire ,. Alternatively, a single wire can be used to carry the data one bit at a time. Such a connection is called a serial port. The serial port receives data a full byte at a time from the computer bus and uses a UART (Universal Asynchronous Receiver-Transmitter) to extract the bits one at a time and send them through the port. A corresponding circuit at the other end accumulates the incoming bits and reassembles them into data bytes. The data bits for each byte are preceded by a start-bit to signal the beginning of the data and terminated by an stopbit. Depending on the application, an additional bit may be used for parity ,. Devices connected by a serial port must â€œnegotiateâ€ by requesting a particular connection speed and parity setting. Failure to agree results in gibberish being received.",Human-written
TRAIN_493,"The process of analyzing existing databases in order to find useful information is called data mining. Generally, a database, whether scientific or commercial, is designed for a data mining? ? ? ? 135particular purpose, such as recording scientific observations or keeping track of customersâ€™ account histories. However, data often has potential applications beyond those conceived by its collector",Human-written
TRAIN_494,"Founded in 1982, Sun Microsystems (NASDAQ symbol: JAVA) has played an important role in the development of computer workstations and servers, UNIX-based operating systems, and the Java programming language ,. During the 1980s, Sun was known mainly for its workstations for programmers and graphics professionals, running on its own SPARC series microprocessors. However, 460? ? ? ? structured programmingby the 1990s the growing power of regular desktop PCs was reducing the need for special-purpose workstations. As the Web grew starting in the 1990s, Sunâ€™s line of multiprocessing Web servers became quite successful, though the â€œdotbustâ€ of the early 2000s cut revenues. One of Sunâ€™s founders was a key developer of UNIXsoftware ,. Sun developed its own version of UNIX (SunOS) for its workstations in the 1980s, and then joined with AT&T to develop the widely used UNIX System V Release 4, which in turn became the basis for Sunâ€™s new operating system, Solaris. (Sun has also supported the use of Linux on its hardware. )",Human-written
TRAIN_495,"A stack is simply a list that represents successive locations in memory into which data can be inserted. The operation of a stack can be visualized as being rather like the springloaded platform onto which dishes are stacked for washing in some restaurants. As each dish (number) is added, the stack is â€œpushed. â€ Because only the item â€œon topâ€ (the last one added) can be removed (â€œpoppedâ€) at any given time, a stack is described as a LIFO (last in, first out) structure. (Note that this is different from a queue, where items can be added or removed from either end [see queue]. )Stacks are useful whenever nested items must be tracked. For example, a procedure might call a procedure that in turn calls another procedure. The stack can keep track of the parameters (as well as the calling address) for each pending procedure. Stacks can also be used to evaluate nested arithmetic expressions.",Human-written
